TFMSC Report (Airport),,,,,
,,,,,
"From 01/01/2020 To 08/29/2020 | Airport=ATL, DFW, JFK, LAX, ORD | User Class=Air Carrier | Not Business Jet | Business Aviation=N",,,,,
Date,Airport,Flight Type,Aircraft Type,Departures,Departure Seats
6/8/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,4,800
6/8/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,1,240
6/8/20,LAX - Los Angeles,Domestic,A20N - Airbus A320 Neo,2,330
6/8/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,11,"2,266"
6/8/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,17,"2,114"
6/8/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,9,"1,338"
6/8/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,25,"4,520"
6/8/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,21,"2,730"
6/8/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,43,"6,888"
6/8/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,9,"1,620"
6/8/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,21,"1,806"
6/8/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,1,295
6/8/20,ORD - Chicago,US to Foreign,A339 - A330-900neo,1,287
6/8/20,ORD - Chicago,US to Foreign,A35K - Airbus A350-1000,1,369
6/8/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,4,416
6/8/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,2,364
6/8/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,13,"2,430"
6/8/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,9,"2,016"
6/8/20,ORD - Chicago,US to Foreign,B78X - Boeing 787-10 Dreamliner,3,969
6/8/20,ORD - Chicago,US to Foreign,A319 - Airbus A319,2,260
6/8/20,ORD - Chicago,US to Foreign,A320 - Airbus A320 All Series,1,150
6/8/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,2,322
6/8/20,ORD - Chicago,US to Foreign,B788 - Boeing 787-800,2,484
6/8/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,3,840
6/8/20,ORD - Chicago,US to Foreign,CRJ7 - Bombardier CRJ-700,2,140
6/8/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,6,"1,792"
6/8/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,5,"1,456"
6/8/20,ORD - Chicago,Domestic,B762 - Boeing 767-200,1,0
6/8/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,4,460
6/8/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,2,540
6/8/20,ORD - Chicago,Domestic,B77W - Boeing 777-300ER,1,224
6/8/20,ORD - Chicago,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
6/8/20,ORD - Chicago,Domestic,MD11 - Boeing (Douglas) MD 11,1,0
6/8/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,1,240
6/8/20,ORD - Chicago,Domestic,A20N - Airbus A320 Neo,3,495
6/8/20,ORD - Chicago,Domestic,A319 - Airbus A319,22,"2,800"
6/8/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,18,"2,586"
6/8/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,6,"1,110"
6/8/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,4,464
6/8/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,2,260
6/8/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,38,"6,086"
6/8/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,6,"1,080"
6/8/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,2,484
6/8/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,4,440
6/8/20,ORD - Chicago,Domestic,E75L - Embraer 175,45,"3,870"
6/8/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,19,950
6/8/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,50,"3,500"
6/8/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,49,"2,450"
6/8/20,ORD - Chicago,Domestic,E170 - Embraer 170,39,"2,730"
6/9/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,3,"1,005"
6/9/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
6/9/20,ATL - Atlanta,US to Foreign,B77W - Boeing 777-300ER,1,224
6/9/20,ATL - Atlanta,US to Foreign,B752 - Boeing 757-200,1,200
6/9/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,2,560
6/9/20,ATL - Atlanta,Domestic,A333 - Airbus A330-300,1,335
6/9/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,2,0
6/9/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,4,690
6/9/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,15,"3,000"
6/9/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,3,495
6/9/20,ATL - Atlanta,Domestic,A319 - Airbus A319,22,"2,728"
6/9/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,2,309
6/9/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,30,"5,550"
6/9/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,84,"9,744"
6/9/20,ATL - Atlanta,Domestic,B722 - Boeing 727-200,1,150
6/9/20,ATL - Atlanta,Domestic,B734 - Boeing 737-400,1,0
6/9/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,44,"5,720"
6/9/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,46,"7,360"
6/9/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,10,"1,800"
6/9/20,ATL - Atlanta,Domestic,E75L - Embraer 175,5,430
6/9/20,ATL - Atlanta,Domestic,E75S - Embraer 175,4,344
6/9/20,ATL - Atlanta,Domestic,E170 - Embraer 170,1,70
6/9/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,2,0
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,B748 - Boeing 747-8,2,0
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,3,672
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,3,372
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,9,"1,440"
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,4,968
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,2,560
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,CRJ7 - Bombardier CRJ-700,1,70
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,4,140
6/9/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,5,350
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,1,480
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,1,270
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B77W - Boeing 777-300ER,1,224
6/9/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,1,165
6/9/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,5,"1,030"
6/9/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,63,"7,824"
6/9/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,3,459
6/9/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,18,"3,330"
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,107,"17,120"
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,2,360
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,2,484
6/9/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
6/9/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,6,660
6/9/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,2,172
6/9/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,2,100
6/9/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,37,"2,590"
6/9/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,32,"1,120"
6/9/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,19,950
6/9/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,73,"5,110"
6/9/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,1,253
6/9/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,2,630
6/9/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,1,314
6/9/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,2,738
6/9/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,3,832
6/9/20,JFK - New York,US to Foreign,B748 - Boeing 747-8,1,364
6/9/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,1,230
6/9/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,3,915
6/9/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,3,540
6/9/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,10,"2,240"
6/9/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,2,646
6/9/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,2,312
6/9/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
6/9/20,JFK - New York,US to Foreign,B190 - Beech 1900/C-12J,1,19
6/9/20,JFK - New York,Domestic,B744 - Boeing 747-400,2,480
6/9/20,JFK - New York,Domestic,B748 - Boeing 747-8,0,0
6/9/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
6/9/20,JFK - New York,Domestic,B763 - Boeing 767-300,3,230
6/9/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,0,0
6/9/20,JFK - New York,Domestic,B77W - Boeing 777-300ER,0,0
6/9/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
6/9/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,2,412
6/9/20,JFK - New York,Domestic,A319 - Airbus A319,8,992
6/9/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,10,"1,560"
6/9/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,13,"2,255"
6/9/20,JFK - New York,Domestic,B734 - Boeing 737-400,1,0
6/9/20,JFK - New York,Domestic,B738 - Boeing 737-800,7,"1,120"
6/9/20,JFK - New York,Domestic,B739 - Boeing 737-900,2,360
6/9/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,1,110
6/9/20,JFK - New York,Domestic,E190 - Embraer 190,7,630
6/9/20,JFK - New York,Domestic,-1 - unknown,0,0
6/9/20,LAX - Los Angeles,US to Foreign,A306 - Airbus A300 B4-600,1,0
6/9/20,LAX - Los Angeles,US to Foreign,A332 - Airbus A330-200,2,506
6/9/20,LAX - Los Angeles,US to Foreign,A333 - Airbus A330-300,1,335
6/9/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,2,628
6/9/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,2,0
6/9/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,3,364
6/9/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,1,0
6/9/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,7,"1,350"
6/9/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,25,"5,600"
6/9/20,LAX - Los Angeles,US to Foreign,A20N - Airbus A320 Neo,2,330
6/9/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,2,248
6/9/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,3,453
6/9/20,LAX - Los Angeles,US to Foreign,A321 - Airbus A321 All Series,1,185
6/9/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,1,180
6/9/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,11,"3,080"
6/9/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,1,253
6/9/20,LAX - Los Angeles,Domestic,A333 - Airbus A330-300,1,335
6/9/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,4,832
6/9/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,1,364
6/9/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
6/9/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,4,690
6/9/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,2,610
6/9/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,0,0
6/9/20,LAX - Los Angeles,Domestic,B77W - Boeing 777-300ER,3,672
6/9/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
6/9/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,5,"1,000"
6/9/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,0,0
6/9/20,LAX - Los Angeles,Domestic,A20N - Airbus A320 Neo,2,330
6/9/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,11,"2,266"
6/9/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,10,"1,252"
6/9/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,6,882
6/9/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,24,"4,350"
6/9/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,18,"2,340"
6/9/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,41,"6,566"
6/9/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,9,"1,620"
6/9/20,LAX - Los Angeles,Domestic,B789 - Boeing 787-9 Dreamliner,2,560
6/9/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,22,"1,892"
6/9/20,ORD - Chicago,US to Foreign,A332 - Airbus A330-200,1,290
6/9/20,ORD - Chicago,US to Foreign,A35K - Airbus A350-1000,1,369
6/9/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,2,0
6/9/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,3,364
6/9/20,ORD - Chicago,US to Foreign,B763 - Boeing 767-300,1,0
6/9/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,1,305
6/9/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,8,"1,890"
6/9/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,6,"1,344"
6/9/20,ORD - Chicago,US to Foreign,B78X - Boeing 787-10 Dreamliner,4,"1,292"
6/9/20,ORD - Chicago,US to Foreign,A319 - Airbus A319,1,130
6/9/20,ORD - Chicago,US to Foreign,A320 - Airbus A320 All Series,1,150
6/9/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,1,160
6/9/20,ORD - Chicago,US to Foreign,B788 - Boeing 787-800,3,726
6/9/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,5,"1,400"
6/9/20,ORD - Chicago,US to Foreign,CRJ7 - Bombardier CRJ-700,2,140
6/9/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,6,"2,816"
6/9/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,4,"1,092"
6/9/20,ORD - Chicago,Domestic,B762 - Boeing 767-200,1,0
6/9/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,4,460
6/9/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,2,270
6/9/20,ORD - Chicago,Domestic,B77W - Boeing 777-300ER,1,224
6/9/20,ORD - Chicago,Domestic,B752 - Boeing 757-200,1,200
6/9/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,1,240
6/9/20,ORD - Chicago,Domestic,A20N - Airbus A320 Neo,1,165
6/9/20,ORD - Chicago,Domestic,A319 - Airbus A319,21,"2,670"
6/9/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,13,"1,836"
6/9/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,6,"1,110"
6/9/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,4,464
6/9/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,2,260
6/9/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,36,"5,764"
6/9/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,7,"1,260"
6/9/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,2,484
6/9/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,4,440
6/9/20,ORD - Chicago,Domestic,E75L - Embraer 175,44,"3,784"
6/9/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,12,600
6/9/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,44,"3,080"
6/9/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,46,"2,300"
6/9/20,ORD - Chicago,Domestic,E170 - Embraer 170,36,"2,520"
6/9/20,ORD - Chicago,Domestic,E45X - Embraer ERJ 145 EX,0,0
6/9/20,ORD - Chicago,Domestic,-1 - unknown,0,0
6/9/20,ORD - Chicago,Domestic,BE9L - Beech King Air 90,1,6
6/10/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,2,670
6/10/20,ATL - Atlanta,US to Foreign,B748 - Boeing 747-8,1,0
6/10/20,ATL - Atlanta,US to Foreign,B77W - Boeing 777-300ER,3,672
6/10/20,ATL - Atlanta,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
6/10/20,ATL - Atlanta,US to Foreign,B752 - Boeing 757-200,1,200
6/10/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
6/10/20,ATL - Atlanta,Domestic,A333 - Airbus A330-300,1,335
6/10/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,1,480
6/10/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,1,364
6/10/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,1,0
6/10/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,4,690
6/10/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,16,"3,200"
6/10/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,3,495
6/10/20,ATL - Atlanta,Domestic,A319 - Airbus A319,17,"2,108"
6/10/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,9,"1,380"
6/10/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,35,"6,475"
6/10/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,84,"9,744"
6/10/20,ATL - Atlanta,Domestic,B734 - Boeing 737-400,1,0
6/10/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,40,"5,200"
6/10/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,50,"8,000"
6/10/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,13,"2,340"
6/10/20,ATL - Atlanta,Domestic,BCS1 - Bombardier CS100,1,110
6/10/20,ATL - Atlanta,Domestic,E75L - Embraer 175,4,344
6/10/20,ATL - Atlanta,Domestic,E75S - Embraer 175,5,430
6/10/20,ATL - Atlanta,Domestic,CRJ7 - Bombardier CRJ-700,1,70
6/10/20,ATL - Atlanta,Domestic,E170 - Embraer 170,2,140
6/10/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,2,0
6/10/20,ATL - Atlanta,Domestic,-1 - unknown,1,0
6/10/20,ATL - Atlanta,Domestic,AC50 - Aero Commander 500,1,4
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,A35K - Airbus A350-1000,1,369
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,2,448
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,2,248
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,A320 - Airbus A320 All Series,1,153
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,9,"1,440"
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,5,"1,210"
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,2,560
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,CRJ7 - Bombardier CRJ-700,1,70
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,4,140
6/10/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,5,350
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,2,960
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,2,364
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,1,270
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B77W - Boeing 777-300ER,1,224
6/10/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,1,165
6/10/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,5,"1,030"
6/10/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,64,"7,954"
6/10/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,6,918
6/10/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,23,"4,255"
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,105,"16,800"
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,2,360
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,1,242
6/10/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
6/10/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,6,660
6/10/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,2,172
6/10/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,2,100
6/10/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,36,"2,520"
6/10/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,31,"1,085"
6/10/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,21,"1,050"
6/10/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,72,"5,040"
6/10/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,2,506
6/10/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,3,965
6/10/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,1,314
6/10/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,2,738
6/10/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,3,"1,376"
6/10/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,1,230
6/10/20,JFK - New York,US to Foreign,B764 - Boeing 767-400,1,245
6/10/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,3,860
6/10/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,2,270
6/10/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,11,"2,464"
6/10/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,2,646
6/10/20,JFK - New York,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
6/10/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,3,468
6/10/20,JFK - New York,US to Foreign,B788 - Boeing 787-800,2,484
6/10/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,4,"1,120"
6/10/20,JFK - New York,Domestic,B744 - Boeing 747-400,2,480
6/10/20,JFK - New York,Domestic,B748 - Boeing 747-8,1,364
6/10/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
6/10/20,JFK - New York,Domestic,B763 - Boeing 767-300,6,460
6/10/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,3,810
6/10/20,JFK - New York,Domestic,B77W - Boeing 777-300ER,1,224
6/10/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
6/10/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,1,206
6/10/20,JFK - New York,Domestic,A319 - Airbus A319,4,496
6/10/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,8,"1,245"
6/10/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,17,"3,010"
6/10/20,JFK - New York,Domestic,B734 - Boeing 737-400,1,0
6/10/20,JFK - New York,Domestic,B738 - Boeing 737-800,7,"1,120"
6/10/20,JFK - New York,Domestic,B739 - Boeing 737-900,2,360
6/10/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,1,110
6/10/20,JFK - New York,Domestic,E190 - Embraer 190,6,540
6/10/20,LAX - Los Angeles,US to Foreign,A306 - Airbus A300 B4-600,3,0
6/10/20,LAX - Los Angeles,US to Foreign,A332 - Airbus A330-200,2,506
6/10/20,LAX - Los Angeles,US to Foreign,A333 - Airbus A330-300,1,335
6/10/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,4,"1,256"
6/10/20,LAX - Los Angeles,US to Foreign,A35K - Airbus A350-1000,2,738
6/10/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,5,960
6/10/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,4,728
6/10/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,1,0
6/10/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,8,"1,620"
6/10/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,20,"4,480"
6/10/20,LAX - Los Angeles,US to Foreign,A20N - Airbus A320 Neo,1,165
6/10/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,2,248
6/10/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,5,753
6/10/20,LAX - Los Angeles,US to Foreign,A321 - Airbus A321 All Series,1,185
6/10/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,1,180
6/10/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,13,"3,640"
6/10/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,2,506
6/10/20,LAX - Los Angeles,Domestic,A333 - Airbus A330-300,1,335
6/10/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,3,960
6/10/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,2,728
6/10/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
6/10/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,4,690
6/10/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,3,915
6/10/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,1,270
6/10/20,LAX - Los Angeles,Domestic,B77W - Boeing 777-300ER,1,224
6/10/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
6/10/20,LAX - Los Angeles,Domestic,MD11 - Boeing (Douglas) MD 11,1,0
