TFMSC Report (Airport),,,,,
,,,,,
"From 01/01/2020 To 08/29/2020 | Airport=ATL, DFW, JFK, LAX, ORD | User Class=Air Carrier | Not Business Jet | Business Aviation=N",,,,,
Date,Airport,Flight Type,Aircraft Type,Departures,Departure Seats
4/10/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,10,"1,300"
4/10/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,36,"5,782"
4/10/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,18,"3,240"
4/10/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,3,726
4/10/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,2,220
4/10/20,ORD - Chicago,Domestic,E75L - Embraer 175,34,"2,924"
4/10/20,ORD - Chicago,Domestic,E75S - Embraer 175,0,0
4/10/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,27,"1,350"
4/10/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,52,"3,640"
4/10/20,ORD - Chicago,Domestic,CRJ9 - Bombardier CRJ-900,4,360
4/10/20,ORD - Chicago,Domestic,E135 - Embraer ERJ 135/140/Legacy,2,70
4/10/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,54,"2,700"
4/10/20,ORD - Chicago,Domestic,E170 - Embraer 170,30,"2,100"
4/10/20,ORD - Chicago,Domestic,E190 - Embraer 190,2,180
4/10/20,ORD - Chicago,Domestic,E45X - Embraer ERJ 145 EX,2,100
4/11/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,1,335
4/11/20,ATL - Atlanta,US to Foreign,B744 - Boeing 747-400,1,416
4/11/20,ATL - Atlanta,US to Foreign,B772 - Boeing 777-200,1,305
4/11/20,ATL - Atlanta,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
4/11/20,ATL - Atlanta,US to Foreign,A320 - Airbus A320 All Series,1,150
4/11/20,ATL - Atlanta,US to Foreign,B738 - Boeing 737-800,2,320
4/11/20,ATL - Atlanta,US to Foreign,B739 - Boeing 737-900,1,180
4/11/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/11/20,ATL - Atlanta,Domestic,A359 - Airbus 350-900,1,314
4/11/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,2,960
4/11/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,1,364
4/11/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,1,0
4/11/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,2,0
4/11/20,ATL - Atlanta,Domestic,B77L - Boeing 777-200LRF/LR,2,540
4/11/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,16,"3,200"
4/11/20,ATL - Atlanta,Domestic,A319 - Airbus A319,7,880
4/11/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,9,"1,329"
4/11/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,30,"5,550"
4/11/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,51,"5,916"
4/11/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,37,"4,810"
4/11/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,26,"4,160"
4/11/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,24,"4,320"
4/11/20,ATL - Atlanta,Domestic,BCS1 - Bombardier CS100,1,110
4/11/20,ATL - Atlanta,Domestic,E75L - Embraer 175,2,172
4/11/20,ATL - Atlanta,Domestic,E75S - Embraer 175,1,86
4/11/20,ATL - Atlanta,Domestic,MD88 - Boeing (Douglas) MD 88,34,"5,168"
4/11/20,ATL - Atlanta,Domestic,MD90 - Boeing (Douglas) MD 90,5,750
4/11/20,ATL - Atlanta,Domestic,CRJ2 - Bombardier CRJ-200,26,"1,300"
4/11/20,ATL - Atlanta,Domestic,E170 - Embraer 170,1,70
4/11/20,ATL - Atlanta,Domestic,E190 - Embraer 190,1,90
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,B744 - Boeing 747-400,1,480
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,B772 - Boeing 777-200,1,305
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,B77L - Boeing 777-200LRF/LR,2,540
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,1,224
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,A321 - Airbus A321 All Series,1,185
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,6,960
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,4,140
4/11/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,4,280
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,2,480
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,2,728
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B762 - Boeing 767-200,1,0
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B763 - Boeing 767-300,1,0
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,0,0
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B752 - Boeing 757-200,0,0
4/11/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,1,165
4/11/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,3,618
4/11/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,29,"3,602"
4/11/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,9,"1,314"
4/11/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,34,"6,290"
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,68,"10,880"
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,2,360
4/11/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,1,242
4/11/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,4,440
4/11/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,3,258
4/11/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,3,150
4/11/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,26,"1,820"
4/11/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,16,560
4/11/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,17,850
4/11/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,47,"3,290"
4/11/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,1,290
4/11/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,2,738
4/11/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,2,480
4/11/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,1,0
4/11/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,2,610
4/11/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
4/11/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,8,"1,792"
4/11/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
4/11/20,JFK - New York,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
4/11/20,JFK - New York,US to Foreign,A21N - Airbus A-321 Neo,1,206
4/11/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,1,156
4/11/20,JFK - New York,US to Foreign,A321 - Airbus A321 All Series,2,340
4/11/20,JFK - New York,US to Foreign,B739 - Boeing 737-900,1,180
4/11/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/11/20,JFK - New York,Domestic,B744 - Boeing 747-400,2,480
4/11/20,JFK - New York,Domestic,B748 - Boeing 747-8,2,728
4/11/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
4/11/20,JFK - New York,Domestic,B763 - Boeing 767-300,1,0
4/11/20,JFK - New York,Domestic,B772 - Boeing 777-200,1,305
4/11/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,2,270
4/11/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
4/11/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,1,206
4/11/20,JFK - New York,Domestic,A319 - Airbus A319,1,124
4/11/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,14,"2,160"
4/11/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,8,"1,360"
4/11/20,JFK - New York,Domestic,B738 - Boeing 737-800,4,640
4/11/20,JFK - New York,Domestic,B739 - Boeing 737-900,2,360
4/11/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,2,220
4/11/20,JFK - New York,Domestic,E75S - Embraer 175,2,172
4/11/20,JFK - New York,Domestic,E190 - Embraer 190,4,360
4/11/20,JFK - New York,Domestic,E35L - Embraer 135 LR,1,37
4/11/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,4,"1,256"
4/11/20,LAX - Los Angeles,US to Foreign,A35K - Airbus A350-1000,1,369
4/11/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,2,480
4/11/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,1,364
4/11/20,LAX - Los Angeles,US to Foreign,B762 - Boeing 767-200,1,0
4/11/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,2,230
4/11/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,6,"1,080"
4/11/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,10,"2,240"
4/11/20,LAX - Los Angeles,US to Foreign,A20N - Airbus A320 Neo,1,165
4/11/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,2,254
4/11/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,2,300
4/11/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,1,162
4/11/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,6,"1,680"
4/11/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,1,253
4/11/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,5,960
4/11/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,6,"1,820"
4/11/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,1,0
4/11/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,1,305
4/11/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,1,270
4/11/20,LAX - Los Angeles,Domestic,B77W - Boeing 777-300ER,1,224
4/11/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,6,"1,200"
4/11/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,1,240
4/11/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,3,618
4/11/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,8,998
4/11/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,7,"1,035"
4/11/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,22,"4,025"
4/11/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,22,"2,860"
4/11/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,23,"3,694"
4/11/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,13,"2,340"
4/11/20,LAX - Los Angeles,Domestic,B788 - Boeing 787-800,1,242
4/11/20,LAX - Los Angeles,Domestic,B789 - Boeing 787-9 Dreamliner,2,560
4/11/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,19,"1,634"
4/11/20,LAX - Los Angeles,Domestic,CRJ2 - Bombardier CRJ-200,3,150
4/11/20,LAX - Los Angeles,Domestic,CRJ7 - Bombardier CRJ-700,0,0
4/11/20,LAX - Los Angeles,Domestic,-1 - unknown,1,0
4/11/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,1,295
4/11/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,5,728
4/11/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,4,"1,220"
4/11/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,10,"2,160"
4/11/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,4,896
4/11/20,ORD - Chicago,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
4/11/20,ORD - Chicago,US to Foreign,MD11 - Boeing (Douglas) MD 11,4,0
4/11/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,1,160
4/11/20,ORD - Chicago,US to Foreign,E75S - Embraer 175,1,86
4/11/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,4,960
4/11/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,4,"1,092"
4/11/20,ORD - Chicago,Domestic,B762 - Boeing 767-200,1,0
4/11/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,0,0
4/11/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,3,915
4/11/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,1,270
4/11/20,ORD - Chicago,Domestic,MD11 - Boeing (Douglas) MD 11,0,0
4/11/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,5,"1,200"
4/11/20,ORD - Chicago,Domestic,A319 - Airbus A319,24,"3,084"
4/11/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,18,"2,538"
4/11/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,13,"2,405"
4/11/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,2,232
4/11/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,10,"1,300"
4/11/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,31,"4,982"
4/11/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,18,"3,240"
4/11/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,2,484
4/11/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,2,220
4/11/20,ORD - Chicago,Domestic,E75L - Embraer 175,29,"2,494"
4/11/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,21,"1,050"
4/11/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,47,"3,290"
4/11/20,ORD - Chicago,Domestic,CRJ9 - Bombardier CRJ-900,3,270
4/11/20,ORD - Chicago,Domestic,E135 - Embraer ERJ 135/140/Legacy,1,35
4/11/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,38,"1,900"
4/11/20,ORD - Chicago,Domestic,E170 - Embraer 170,32,"2,240"
4/11/20,ORD - Chicago,Domestic,E45X - Embraer ERJ 145 EX,2,100
4/11/20,ORD - Chicago,Domestic,-1 - unknown,2,0
4/12/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,1,335
4/12/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,2,270
4/12/20,ATL - Atlanta,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
4/12/20,ATL - Atlanta,US to Foreign,A320 - Airbus A320 All Series,1,150
4/12/20,ATL - Atlanta,US to Foreign,B738 - Boeing 737-800,2,320
4/12/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/12/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,2,480
4/12/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,2,728
4/12/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,1,0
4/12/20,ATL - Atlanta,Domestic,B77L - Boeing 777-200LRF/LR,2,540
4/12/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,19,"3,800"
4/12/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,1,165
4/12/20,ATL - Atlanta,Domestic,A319 - Airbus A319,5,632
4/12/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,12,"1,797"
4/12/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,28,"5,180"
4/12/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,53,"6,148"
4/12/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,42,"5,460"
4/12/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,26,"4,160"
4/12/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,24,"4,320"
4/12/20,ATL - Atlanta,Domestic,E75L - Embraer 175,5,430
4/12/20,ATL - Atlanta,Domestic,E75S - Embraer 175,3,258
4/12/20,ATL - Atlanta,Domestic,MD88 - Boeing (Douglas) MD 88,34,"5,168"
4/12/20,ATL - Atlanta,Domestic,MD90 - Boeing (Douglas) MD 90,6,900
4/12/20,ATL - Atlanta,Domestic,CRJ2 - Bombardier CRJ-200,26,"1,300"
4/12/20,ATL - Atlanta,Domestic,E190 - Embraer 190,1,90
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,B744 - Boeing 747-400,1,0
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,B77L - Boeing 777-200LRF/LR,2,540
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,1,224
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,2,248
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,7,"1,120"
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,1,242
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,1,35
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,E145 - Embraer ERJ-145,1,50
4/12/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,4,280
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,3,480
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,2,728
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B762 - Boeing 767-200,1,0
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,0,0
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B752 - Boeing 757-200,1,200
4/12/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,1,165
4/12/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,35,"4,358"
4/12/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,8,"1,188"
4/12/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,29,"5,365"
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B737 - Boeing 737-700,0,0
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,82,"13,120"
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,1,180
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,2,484
4/12/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
4/12/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,4,440
4/12/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,1,86
4/12/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,4,200
4/12/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,24,"1,680"
4/12/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,23,805
4/12/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,13,650
4/12/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,45,"3,150"
4/12/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,1,295
4/12/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,1,314
4/12/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,2,738
4/12/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,3,"1,312"
4/12/20,JFK - New York,US to Foreign,B748 - Boeing 747-8,1,364
4/12/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,3,915
4/12/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
4/12/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,4,896
4/12/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
4/12/20,JFK - New York,US to Foreign,A321 - Airbus A321 All Series,1,170
4/12/20,JFK - New York,Domestic,B744 - Boeing 747-400,3,480
4/12/20,JFK - New York,Domestic,B748 - Boeing 747-8,2,364
4/12/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
4/12/20,JFK - New York,Domestic,B763 - Boeing 767-300,1,0
4/12/20,JFK - New York,Domestic,B772 - Boeing 777-200,1,305
4/12/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,4,810
4/12/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
4/12/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,4,824
4/12/20,JFK - New York,Domestic,A319 - Airbus A319,3,372
4/12/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,13,"2,022"
4/12/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,7,"1,205"
4/12/20,JFK - New York,Domestic,B738 - Boeing 737-800,5,800
4/12/20,JFK - New York,Domestic,B739 - Boeing 737-900,2,360
4/12/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,2,220
4/12/20,JFK - New York,Domestic,E75S - Embraer 175,0,0
4/12/20,JFK - New York,Domestic,E190 - Embraer 190,6,540
4/12/20,LAX - Los Angeles,US to Foreign,A306 - Airbus A300 B4-600,1,0
4/12/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,3,942
4/12/20,LAX - Los Angeles,US to Foreign,A35K - Airbus A350-1000,2,738
4/12/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,7,"2,400"
4/12/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,4,364
4/12/20,LAX - Los Angeles,US to Foreign,B762 - Boeing 767-200,1,0
4/12/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,1,0
4/12/20,LAX - Los Angeles,US to Foreign,B772 - Boeing 777-200,1,305
4/12/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,9,"2,160"
4/12/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,12,"2,688"
4/12/20,LAX - Los Angeles,US to Foreign,A21N - Airbus A-321 Neo,1,206
4/12/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,2,254
4/12/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,2,300
4/12/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,2,324
4/12/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,1,180
4/12/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,2,560
4/12/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,1,253
4/12/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,2,480
4/12/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,1,364
4/12/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
4/12/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,0,0
4/12/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,1,305
4/12/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,0,0
4/12/20,LAX - Los Angeles,Domestic,B77W - Boeing 777-300ER,0,0
4/12/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
4/12/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,6,"1,200"
4/12/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,1,240
4/12/20,LAX - Los Angeles,Domestic,A20N - Airbus A320 Neo,1,165
4/12/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,3,618
4/12/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,13,"1,630"
4/12/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,4,606
4/12/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,23,"4,195"
4/12/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,20,"2,600"
4/12/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,30,"4,808"
4/12/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,13,"2,340"
4/12/20,LAX - Los Angeles,Domestic,B788 - Boeing 787-800,0,0
4/12/20,LAX - Los Angeles,Domestic,B789 - Boeing 787-9 Dreamliner,2,560
4/12/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,17,"1,462"
4/12/20,LAX - Los Angeles,Domestic,-1 - unknown,1,0
4/12/20,ORD - Chicago,US to Foreign,A306 - Airbus A300 B4-600,1,0
4/12/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,1,295
4/12/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,5,"1,312"
4/12/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,2,728
4/12/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,3,915
4/12/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,12,"2,970"
4/12/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,5,"1,120"
4/12/20,ORD - Chicago,US to Foreign,MD11 - Boeing (Douglas) MD 11,3,0
4/12/20,ORD - Chicago,US to Foreign,A20N - Airbus A320 Neo,1,165
4/12/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,2,322
4/12/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/12/20,ORD - Chicago,US to Foreign,E75S - Embraer 175,1,86
4/12/20,ORD - Chicago,US to Foreign,CRJ7 - Bombardier CRJ-700,2,140
4/12/20,ORD - Chicago,US to Foreign,E170 - Embraer 170,1,70
4/12/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,7,896
4/12/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,0,0
4/12/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,1,0
4/12/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,1,305
4/12/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,4,"1,080"
4/12/20,ORD - Chicago,Domestic,B77W - Boeing 777-300ER,0,0
4/12/20,ORD - Chicago,Domestic,MD11 - Boeing (Douglas) MD 11,1,0
4/12/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,4,960
4/12/20,ORD - Chicago,Domestic,A20N - Airbus A320 Neo,1,165
4/12/20,ORD - Chicago,Domestic,A319 - Airbus A319,34,"4,342"
4/12/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,15,"2,109"
4/12/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,12,"2,220"
4/12/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,4,464
4/12/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,8,"1,040"
4/12/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,37,"5,948"
4/12/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,16,"2,880"
